"","nGroupT","nGroupC","ef","rho","propC","sampleSize","iteration","cor","coef","se","pval"
"103",6,2,0,0.3,0.35,16,2,0.46863833190651,-0.0331419457508249,0.17163605449041,0.84688510767837
"104",6,2,0,0.35,0.35,16,2,0.261633706770917,-0.112141423343338,0.0840755305090626,0.182263637525262
"105",6,2,0,0.4,0.35,16,2,0.467889069004031,0.0603385087328254,0.177374060816977,0.733723522880428
"106",6,2,0,0.3,0.4,16,2,0.191921656254584,-0.0166519514674988,0.153882641973355,0.913827510692935
"107",6,2,0,0.35,0.4,16,2,0.316438684960666,0.177658037541124,0.125782155388356,0.157824446209826
"108",6,2,0,0.4,0.4,16,2,0.403890514635609,-0.0759820570201859,0.0890363161802922,0.393447080159504
"109",6,2,0,0.3,0.3,18,2,0.392749269907897,-0.0828359319350307,0.0835589493405363,0.321516064188971
"110",6,2,0,0.35,0.3,18,2,0.313851877915503,0.0660342912786445,0.134823813228862,0.624288093743967
"111",6,2,0,0.4,0.3,18,2,0.360153383417197,0.0624975787631321,0.123876253669575,0.613898669763872
"112",6,2,0,0.3,0.35,18,2,0.294369093434104,-0.0376122239662973,0.144687050674918,0.79489794306242
"113",6,2,0,0.35,0.35,18,2,0.337444642508927,0.107488099462571,0.0895697643143629,0.230120339528837
"114",6,2,0,0.4,0.35,18,2,0.495064303588362,0.022435550020333,0.130372164880352,0.863367955223811
"115",6,2,0,0.3,0.4,18,2,0.341525964987211,-0.0908801430650632,0.151394756107425,0.548315689193649
"116",6,2,0,0.35,0.4,18,2,0.397033015235811,0.0907847946230227,0.111069953811924,0.413719347294214
"117",6,2,0,0.4,0.4,18,2,0.380557330730726,-0.267169590725663,0.142742992995158,0.061250514172414
"118",6,2,0,0.3,0.3,20,2,0.338003178162697,-0.020282322563002,0.0723404747599199,0.779191279203463
"119",6,2,0,0.35,0.3,20,2,0.158011381844521,0.159205519543226,0.0992787503605665,0.108797550935207
"120",6,2,0,0.4,0.3,20,2,0.345193736514234,-0.141933376517783,0.133837671970638,0.288922199811485
"121",6,2,0,0.3,0.35,20,2,0.377063690332108,-0.0218153434247252,0.12504712168331,0.861506335872326
"122",6,2,0,0.35,0.35,20,2,0.396197819704638,-0.161133100164051,0.119328927656894,0.176911042063035
"123",6,2,0,0.4,0.35,20,2,0.38518220059139,0.0711941458744509,0.150663787342773,0.636543861461854
"124",6,2,0,0.3,0.4,20,2,0.316028678556825,0.168383439863317,0.0964558567657815,0.080862282732243
"125",6,2,0,0.35,0.4,20,2,0.336109873299301,0.173405308920431,0.115079901916051,0.131855440117647
"126",6,2,0,0.4,0.4,20,2,0.485480420556994,0.0551038361650917,0.0935222409977436,0.55572330331608
"127",6,2,0,0.3,0.3,8,3,0.273432843532085,0.112009317219382,0.0674642802547385,0.0968589658522784
"128",6,2,0,0.35,0.3,8,3,0.298717102301844,-0.328310396844305,0.184747370318356,0.0755554878883182
"129",6,2,0,0.4,0.3,8,3,0.383788200455245,0.340851880851036,0.171647129824779,0.0470587648592843
"130",6,2,0,0.3,0.35,8,3,0.303208450792613,0.327580085528794,0.109419408177675,0.00275524332467845
"131",6,2,0,0.35,0.35,8,3,0.296092944856915,-0.0924456783322265,0.12508293826466,0.459861428726957
"132",6,2,0,0.4,0.35,8,3,0.420628551161015,-0.169303472850351,0.161214941518015,0.293638882794765
"133",6,2,0,0.3,0.4,8,3,0.39493138746202,0.0442395962241569,0.150527285895807,0.768836212168574
"134",6,2,0,0.35,0.4,8,3,0.184678614612429,-0.294339654873227,0.170455968014731,0.0842074995565662
"135",6,2,0,0.4,0.4,8,3,0.390092253831826,0.200039565394708,0.258057987732826,0.438237484065215
"136",6,2,0,0.3,0.3,10,3,0.340540029488793,0.0699143774147957,0.195085621422414,0.720060520054621
"137",6,2,0,0.35,0.3,10,3,0.463849344708997,0.215965298950982,0.14428654725024,0.134450366305368
"138",6,2,0,0.4,0.3,10,3,0.375533224878939,0.114277489222343,0.187537641174602,0.542287427466805
"139",6,2,0,0.3,0.35,10,3,0.176690649862633,-0.116605689175667,0.114638982077091,0.309079386687487
"140",6,2,0,0.35,0.35,10,3,0.208168919037201,0.0743166558267561,0.136735023058683,0.586779697064909
"141",6,2,0,0.4,0.35,10,3,0.482763275206017,0.103995736262972,0.13420904867763,0.438411325827533
"142",6,2,0,0.3,0.4,10,3,0.205853750385137,-0.035372161727635,0.153445075341219,0.817687709180127
"143",6,2,0,0.35,0.4,10,3,0.264178342776903,0.199138856862894,0.143002157317411,0.163753366984345
"144",6,2,0,0.4,0.4,10,3,0.432416922224289,0.132338130638018,0.111636754914009,0.23584545040009
"145",6,2,0,0.3,0.3,12,3,0.452257902097088,0.0460596735106824,0.161276374922155,0.775188584160333
"146",6,2,0,0.35,0.3,12,3,0.3875549887043,-0.0380612861459468,0.102269485568156,0.709768816401436
"147",6,2,0,0.4,0.3,12,3,0.472407676101969,0.0772165541137726,0.140735772223473,0.583236532128819
"148",6,2,0,0.3,0.35,12,3,0.138042886164288,0.147767303511481,0.132522427846696,0.264834912144546
"149",6,2,0,0.35,0.35,12,3,0.499030656495592,-0.247737151622706,0.111032670421967,0.0256672534615297
"150",6,2,0,0.4,0.35,12,3,0.414660620150684,-0.0305341675855804,0.159944718332411,0.848600409113877
"151",6,2,0,0.3,0.4,12,3,0.444861548551939,-0.0174475277511654,0.222533642890909,0.937506691738321
"152",6,2,0,0.35,0.4,12,3,0.258370911997489,-0.00762512782190528,0.189131151792755,0.967840707733438
"153",6,2,0,0.4,0.4,12,3,0.330699699367892,0.0219936064963,0.0789611570808743,0.7806001403134
"154",6,2,0,0.3,0.3,14,3,0.414450122227616,-0.12841830267824,0.155857119395377,0.409968591493639
"155",6,2,0,0.35,0.3,14,3,0.326792091590221,-0.152388328001645,0.193548565032257,0.431083462258866
"156",6,2,0,0.4,0.3,14,3,0.33786004768063,-0.0270118845104821,0.183629180206468,0.883052951893165
"157",6,2,0,0.3,0.35,14,3,0.258358805303031,0.00361445259510518,0.0851295577842452,0.966133388256236
"158",6,2,0,0.35,0.35,14,3,0.255553698883709,0.13021387191941,0.175861940013107,0.459037687308212
"159",6,2,0,0.4,0.35,14,3,0.426889936958126,-0.0479732122202101,0.0932344926388667,0.60687198010312
"160",6,2,0,0.3,0.4,14,3,0.283740459361685,-0.0944446872918201,0.21063022481716,0.653871069678276
"161",6,2,0,0.35,0.4,14,3,0.35598476298989,0.210986897384187,0.152568100046676,0.166694581939689
"162",6,2,0,0.4,0.4,14,3,0.468113047557641,-0.0690177914256764,0.167204484845216,0.679771643953035
"163",6,2,0,0.3,0.3,16,3,0.327683002159582,0.0742275416549449,0.112358993285216,0.508850653093652
"164",6,2,0,0.35,0.3,16,3,0.353845594186924,0.00372048700634942,0.121909531086078,0.975653598381179
"165",6,2,0,0.4,0.3,16,3,0.44408966019327,0.0986844272231227,0.137498585766073,0.472934693235604
"166",6,2,0,0.3,0.35,16,3,0.29313578924344,0.0401624449458433,0.103139537731583,0.696980924946071
"167",6,2,0,0.35,0.35,16,3,0.291539332401603,0.164018763082791,0.1599315268127,0.305100839201188
"168",6,2,0,0.4,0.35,16,3,0.318180433232172,0.145702300041031,0.141404989766391,0.302826923681366
"169",6,2,0,0.3,0.4,16,3,0.227364098244632,0.0773946470232092,0.169287470875508,0.647542516961636
"170",6,2,0,0.35,0.4,16,3,0.24652583715759,-0.0878011416687021,0.11947436910273,0.4624033153089
"171",6,2,0,0.4,0.4,16,3,0.356733873421197,-0.107633384404076,0.133416387665088,0.419811767834536
"172",6,2,0,0.3,0.3,18,3,0.269048382090641,-0.0115801562484084,0.104188122368992,0.911500090953795
"173",6,2,0,0.35,0.3,18,3,0.330544004459782,0.110956273867157,0.0747506342075611,0.137715489098732
"174",6,2,0,0.4,0.3,18,3,0.524899916085163,0.150166433314743,0.120451423929986,0.212508605687689
"175",6,2,0,0.3,0.35,18,3,0.209306025391605,-0.123854755797652,0.063169863697029,0.0499184563498022
"176",6,2,0,0.35,0.35,18,3,0.282746076884545,0.148999697134462,0.0912337577151238,0.102434489705135
"177",6,2,0,0.4,0.35,18,3,0.310578080142268,-0.2373745540071,0.1129737993894,0.0356280685934078
"178",6,2,0,0.3,0.4,18,3,0.323203222855701,0.0356110560043656,0.0707517026194589,0.614736236694498
"179",6,2,0,0.35,0.4,18,3,0.345019758184101,0.114154927138659,0.0742205903929609,0.124036560940086
"180",6,2,0,0.4,0.4,18,3,0.454491969643547,0.0844907738236933,0.18379420616085,0.645729314852468
"181",6,2,0,0.3,0.3,20,3,0.334996839330174,-0.163934432689605,0.107173385907655,0.126111097609281
"182",6,2,0,0.35,0.3,20,3,0.140450343119752,-0.278157515314847,0.13853244142433,0.0446552801353578
"183",6,2,0,0.4,0.3,20,3,0.489986837594321,-0.170179926646029,0.0892283930684821,0.0564895648499511
"184",6,2,0,0.3,0.35,20,3,0.272569351636628,0.084515872742907,0.128763236606438,0.511588350534519
"185",6,2,0,0.35,0.35,20,3,0.35294985207302,0.00930600040298524,0.110503837484891,0.93288606981685
"186",6,2,0,0.4,0.35,20,3,0.33571975756692,0.175497426375884,0.130335677828246,0.178140241837773
"187",6,2,0,0.3,0.4,20,3,0.167474298645467,0.0212149692566663,0.157029156975915,0.89253114788932
"188",6,2,0,0.35,0.4,20,3,0.36221011403674,-0.0601079952076615,0.0614680260593471,0.328136559766203
"189",6,2,0,0.4,0.4,20,3,0.426485017131259,-0.0314822301400552,0.137298785684373,0.818637912500689
"190",6,2,0,0.3,0.3,8,4,0.276237145455511,0.0534637359875334,0.122373317244253,0.662190784218477
"191",6,2,0,0.35,0.3,8,4,0.347684780579957,0.0912255363394698,0.187407740084624,0.626417283274741
"192",6,2,0,0.4,0.3,8,4,0.503590678958764,-0.255465553055362,0.151751162519242,0.0922879363314108
"193",6,2,0,0.3,0.35,8,4,0.318736457562486,0.39761771973019,0.124249019576329,0.00137347567991171
"194",6,2,0,0.35,0.35,8,4,0.305152117487025,0.135131618288308,0.160690024576947,0.400378239510794
"195",6,2,0,0.4,0.35,8,4,0.34643006784407,0.102772231878277,0.103056431968395,0.31864691980018
"196",6,2,0,0.3,0.4,8,4,0.177781476971837,0.0486197735761786,0.172300405319376,0.777805291973505
"197",6,2,0,0.35,0.4,8,4,0.377223172348212,0.282813132034367,0.125923198283171,0.0247092839130422
"198",6,2,0,0.4,0.4,8,4,0.25786317280606,-0.164842912807404,0.220726811404915,0.455172999420091
"199",6,2,0,0.3,0.3,10,4,0.282271345714884,0.152386416485389,0.15884034865408,0.337373171498378
"200",6,2,0,0.35,0.3,10,4,0.330491612675235,0.25264952624877,0.164666062500786,0.124952301884349
"201",6,2,0,0.4,0.3,10,4,0.491105186313185,0.0439807891637396,0.153358961824164,0.774278250717553
"202",6,2,0,0.3,0.35,10,4,0.289394399554036,-0.0217002900256569,0.191217565351052,0.909646201192814
"203",6,2,0,0.35,0.35,10,4,0.303983233156048,0.0505676759803544,0.126717585263293,0.689850411135174
"204",6,2,0,0.4,0.35,10,4,0.412480235452873,-0.05032566741317,0.1807450355671,0.780678780340746
"205",6,2,0,0.3,0.4,10,4,0.313515127421641,0.0387601109256712,0.155479432933041,0.803133266828998
"206",6,2,0,0.35,0.4,10,4,0.232412502396657,0.279696324638665,0.110664485833121,0.0114901958924646
"207",6,2,0,0.4,0.4,10,4,0.409532970953914,0.0059980668358226,0.219173778518681,0.97816724404944
"208",6,2,0,0.3,0.3,12,4,0.298452864647374,-0.0111527537771319,0.181473417923983,0.950995513494919
"209",6,2,0,0.35,0.3,12,4,0.315914813986981,-0.0199055262402386,0.150165098164497,0.89454326026335
"210",6,2,0,0.4,0.3,12,4,0.411388393830364,-0.122006262787456,0.144235380031466,0.397617990602851
"211",6,2,0,0.3,0.35,12,4,0.339903879004597,0.148017541085623,0.135641796499996,0.275167981827193
"212",6,2,0,0.35,0.35,12,4,0.317530536567569,-0.254760258396199,0.177207327587087,0.150536359934083
"213",6,2,0,0.4,0.35,12,4,0.444141740115556,0.0219860100678146,0.113194962658188,0.845994738892215
"214",6,2,0,0.3,0.4,12,4,0.39804005402592,0.0665395840064031,0.136907805097665,0.626954785075367
"215",6,2,0,0.35,0.4,12,4,0.293011263310371,-0.103823497803219,0.152621526002586,0.496334958643454
"216",6,2,0,0.4,0.4,12,4,0.441110391393201,-0.242418477409723,0.0596147484030308,4.77413022306703e-05
"217",6,2,0,0.3,0.3,14,4,0.267887696951514,0.0443499900126443,0.165243654855501,0.78839799268481
"218",6,2,0,0.35,0.3,14,4,0.377484997534862,-0.1353938473767,0.176455222944335,0.442903994405923
"219",6,2,0,0.4,0.3,14,4,0.450007249447523,-0.00274673080805421,0.222643199477073,0.990156813600936
"220",6,2,0,0.3,0.35,14,4,0.272342839910352,0.172343929251637,0.114525496423665,0.132362115744666
"221",6,2,0,0.35,0.35,14,4,0.295270168170557,0.0683729619757476,0.107713317613432,0.525579768173663
"222",6,2,0,0.4,0.35,14,4,0.363553384983911,0.260068906963553,0.142895088123726,0.0687591683968607
"223",6,2,0,0.3,0.4,14,4,0.265045134384484,-0.0743228663856663,0.0701207112291937,0.289177608125531
"224",6,2,0,0.35,0.4,14,4,0.454084891877259,0.0762714038907528,0.13856631576935,0.582022761015405
"225",6,2,0,0.4,0.4,14,4,0.362371721266543,0.0956577151282134,0.20085284306428,0.633890789729373
"226",6,2,0,0.3,0.3,16,4,0.429604037163223,0.144871337622447,0.171946704896586,0.399487839305377
"227",6,2,0,0.35,0.3,16,4,0.382841145002783,-0.0125795674866112,0.196332454881137,0.948912270447009
"228",6,2,0,0.4,0.3,16,4,0.337690311989073,-0.0896007918773813,0.085362788372784,0.293880454975546
"229",6,2,0,0.3,0.35,16,4,0.22984505598461,0.0821497644092437,0.155401359389899,0.597062395927693
"230",6,2,0,0.35,0.35,16,4,0.44998189938568,0.020858861727473,0.116432656861532,0.857820251439212
"231",6,2,0,0.4,0.35,16,4,0.394074216252283,0.107315506272539,0.134497920795313,0.424930183502175
"232",6,2,0,0.3,0.4,16,4,0.167484436273836,-0.0316995057087017,0.138512192465051,0.818979945469824
"233",6,2,0,0.35,0.4,16,4,0.255123168990123,0.268380026877856,0.137121115007695,0.0503183189626085
"234",6,2,0,0.4,0.4,16,4,0.361857305727558,0.0219734438137815,0.135707410040123,0.871370593905747
"235",6,2,0,0.3,0.3,18,4,0.314818732914279,0.0123822961850766,0.0780034394275695,0.873873417133433
"236",6,2,0,0.35,0.3,18,4,0.197520049779476,-0.0788313686748525,0.136355819710623,0.563176459991596
"237",6,2,0,0.4,0.3,18,4,0.363670488885737,-0.175293315592474,0.101986910495395,0.0856539856995369
"238",6,2,0,0.3,0.35,18,4,0.31596626859286,-0.054033125562881,0.100429147883715,0.590561622751392
"239",6,2,0,0.35,0.35,18,4,0.345899143824023,-0.0132408551577368,0.099472562025049,0.894105890353266
"240",6,2,0,0.4,0.35,18,4,0.37109872989633,-0.136510399660801,0.141610485502078,0.335053390344808
"241",6,2,0,0.3,0.4,18,4,0.468271127756479,0.0385577818615266,0.172238447725611,0.822864059323409
"242",6,2,0,0.35,0.4,18,4,0.323508886984259,0.00238614162469553,0.126035184518781,0.984895076397208
"243",6,2,0,0.4,0.4,18,4,0.386207516129656,-0.258782019521058,0.118923441501306,0.0295523615802034
"244",6,2,0,0.3,0.3,20,4,0.117804282803944,-0.104256770631451,0.139212248798515,0.453914373622108
"245",6,2,0,0.35,0.3,20,4,0.399377107088289,-0.0314286772853398,0.125495942908594,0.802250344446206
"246",6,2,0,0.4,0.3,20,4,0.295774619409886,-0.0434147404337937,0.10538849682405,0.680376425178602
"247",6,2,0,0.3,0.35,20,4,0.242151502298328,-0.00772332042679924,0.0762046309580684,0.91927282332604
"248",6,2,0,0.35,0.35,20,4,0.320146273046995,-0.18128440447458,0.142215809486942,0.20241068615846
"249",6,2,0,0.4,0.35,20,4,0.404676986425,0.00225611983235074,0.112110841705702,0.983944445867267
"250",6,2,0,0.3,0.4,20,4,0.420066678818283,-0.0851916566142217,0.135532104945276,0.529629439372162
"251",6,2,0,0.35,0.4,20,4,0.29512762208633,0.0453078290499505,0.108195086073536,0.675391170579845
"252",6,2,0,0.4,0.4,20,4,0.309641930479839,-0.0429368969452466,0.150572836211404,0.775523868926196
"253",6,2,0,0.3,0.3,8,5,0.17843869472005,0.226771690619198,0.10328818156625,0.0281260249447095
"254",6,2,0,0.35,0.3,8,5,0.253900504931201,-0.122348395872441,0.134229717757786,0.362039800826009
"255",6,2,0,0.4,0.3,8,5,0.348705038307551,-0.0208811883214914,0.188550011232033,0.911817646549642
"256",6,2,0,0.3,0.35,8,5,0.482168423786221,0.0704425307507992,0.195809881477122,0.719034380340655
