"nGroupT","nGroupC","sdC","iteration","meanC","ef","rho","sampleSize","idSD","coef","boot_pval"
6,2,0.2,89,10,0,0.3,6,3,-0.977999850239485,0.088
6,2,0.2,4,10,0,0.3,6,3,-0.996130369613809,0.09
6,2,0.2,93,10,0,0.3,6,3,1.64666234125423,0.09
6,2,0.2,2,10,0,0.3,6,3,0.950282562958535,0.092
6,2,0.2,19,10,0,0.3,6,3,-1.42298184509758,0.092
6,2,0.2,214,10,0,0.3,6,3,-1.39151612163593,0.092
6,2,0.2,279,10,0,0.3,6,3,-1.13924724594145,0.092
6,2,0.2,186,10,0,0.3,6,3,0.819870533030439,0.094
6,2,0.2,321,10,0,0.3,6,3,-1.72962960882597,0.094
6,2,0.2,55,10,0,0.3,6,3,0.744024169290668,0.096
6,2,0.2,145,10,0,0.3,6,3,-1.67970069610601,0.096
6,2,0.2,166,10,0,0.3,6,3,-1.60985158374635,0.096
6,2,0.2,328,10,0,0.3,6,3,1.29955002363602,0.096
6,2,0.2,471,10,0,0.3,6,3,1.44285600986646,0.096
6,2,0.2,109,10,0,0.3,6,3,1.88585729179295,0.098
6,2,0.2,319,10,0,0.3,6,3,-0.826616036513798,0.102
6,2,0.2,497,10,0,0.3,6,3,-1.88350843217208,0.102
6,2,0.2,179,10,0,0.3,6,3,-1.68362270379174,0.104
6,2,0.2,193,10,0,0.3,6,3,1.2004179395289,0.104
6,2,0.2,368,10,0,0.3,6,3,-1.26598857026184,0.104
6,2,0.2,278,10,0,0.3,6,3,-1.29246218159395,0.106
6,2,0.2,470,10,0,0.3,6,3,-1.74872442242972,0.106
6,2,0.2,271,10,0,0.3,6,3,-0.694020317815244,0.108
6,2,0.2,139,10,0,0.3,6,3,0.830850110570623,0.11
6,2,0.2,315,10,0,0.3,6,3,-0.793580559171261,0.11
6,2,0.2,379,10,0,0.3,6,3,0.83588124791649,0.11
6,2,0.2,184,10,0,0.3,6,3,1.55045512839851,0.112
6,2,0.2,5,10,0,0.3,6,3,-0.990911452576,0.114
6,2,0.2,40,10,0,0.3,6,3,1.17298142054139,0.114
6,2,0.2,136,10,0,0.3,6,3,-1.15413516114344,0.114
6,2,0.2,318,10,0,0.3,6,3,1.05707695742964,0.116
6,2,0.2,369,10,0,0.3,6,3,0.712465973438213,0.116
6,2,0.2,400,10,0,0.3,6,3,-1.57777401369162,0.116
6,2,0.2,137,10,0,0.3,6,3,-2.10919346847655,0.118
6,2,0.2,201,10,0,0.3,6,3,-2.41838181431018,0.118
6,2,0.2,230,10,0,0.3,6,3,-0.907572242417132,0.118
6,2,0.2,301,10,0,0.3,6,3,0.945216738823689,0.118
6,2,0.2,34,10,0,0.3,6,3,1.56735706563487,0.122
6,2,0.2,35,10,0,0.3,6,3,1.22887845610782,0.122
6,2,0.2,435,10,0,0.3,6,3,1.54090984720023,0.122
6,2,0.2,88,10,0,0.3,6,3,0.978124976164338,0.124
6,2,0.2,260,10,0,0.3,6,3,-0.98232226826795,0.126
6,2,0.2,282,10,0,0.3,6,3,-1.27309344229982,0.126
6,2,0.2,173,10,0,0.3,6,3,1.14675985549903,0.128
6,2,0.2,373,10,0,0.3,6,3,-0.85745166730041,0.13
6,2,0.2,74,10,0,0.3,6,3,0.959033117606367,0.132
6,2,0.2,426,10,0,0.3,6,3,-1.25527327749552,0.134
6,2,0.2,437,10,0,0.3,6,3,1.04631588830944,0.134
6,2,0.2,298,10,0,0.3,6,3,-0.7859802596561,0.136
6,2,0.2,420,10,0,0.3,6,3,-1.04902049201573,0.136
6,2,0.2,148,10,0,0.3,6,3,1.32471485644879,0.138
6,2,0.2,170,10,0,0.3,6,3,-1.33691192379473,0.138
6,2,0.2,358,10,0,0.3,6,3,-1.64334266417859,0.14
6,2,0.2,481,10,0,0.3,6,3,1.1137089412596,0.14
6,2,0.2,499,10,0,0.3,6,3,0.794449207713114,0.14
6,2,0.2,61,10,0,0.3,6,3,0.723583943922563,0.144
