"nGroupT","nGroupC","meanC","sdC","iteration","ef","rho","sampleSize","idSD","coef","boot_pval"
2,2,3.46,0.5,4,0.2,0.3,10,0.5,-1.11883206579319,0.05
2,2,3.46,0.5,8,0.2,0.3,10,1,-1.10478914634382,0.055
2,2,3.46,0.5,5,0.2,0.3,10,0.5,-1.36751506610062,0.06
2,2,3.46,0.5,4,0.2,0.3,10,5,-4.31807157980211,0.065
2,2,3.46,0.5,2,0.2,0.3,10,0.5,-0.696551553133531,0.07
2,2,3.46,0.5,4,0.2,0.3,10,1,-1.20347310911734,0.07
2,2,3.46,0.5,1,0.2,0.3,10,0.5,-0.982783899909464,0.075
2,2,3.46,0.5,7,0.2,0.3,10,1,-0.639892852484991,0.13
2,2,3.46,0.5,8,0.2,0.3,10,0.5,-0.90912143026344,0.18
2,2,3.46,0.5,1,0.2,0.3,10,5,-1.28436849184425,0.195
2,2,3.46,0.5,9,0.2,0.3,10,1,-1.05573965451867,0.2
2,2,3.46,0.5,6,0.2,0.3,10,0.5,-0.497209582486676,0.205
2,2,3.46,0.5,3,0.2,0.3,10,5,-1.5064633602351,0.24
2,2,3.46,0.5,6,0.2,0.3,10,1,-1.40545615158453,0.295
2,2,3.46,0.5,7,0.2,0.3,10,0.5,0.204950007158459,0.3
2,2,3.46,0.5,5,0.2,0.3,10,1,-0.705717454854721,0.41
2,2,3.46,0.5,3,0.2,0.3,10,1,-0.203671339692846,0.445
2,2,3.46,0.5,9,0.2,0.3,10,5,3.79865550020804,0.45
2,2,3.46,0.5,9,0.2,0.3,10,0.5,-0.947328534228518,0.455
2,2,3.46,0.5,2,0.2,0.3,10,1,-0.475749674611961,0.485
2,2,3.46,0.5,2,0.2,0.3,10,5,-1.2465633224574,0.54
2,2,3.46,0.5,10,0.2,0.3,10,1,-0.533503376066619,0.645
2,2,3.46,0.5,5,0.2,0.3,10,5,-1.87512536735653,0.645
2,2,3.46,0.5,7,0.2,0.3,10,5,0.687306163201811,0.665
2,2,3.46,0.5,8,0.2,0.3,10,5,-0.575105067889353,0.68
2,2,3.46,0.5,6,0.2,0.3,10,5,0.179383727599088,0.795
2,2,3.46,0.5,10,0.2,0.3,10,5,0.517821172192043,0.91
2,2,3.46,0.5,4,0.2,0.3,15,5,-3.51999386989564,0.01
2,2,3.46,0.5,4,0.2,0.3,15,0.5,-1.06438430322441,0.045
2,2,3.46,0.5,5,0.2,0.3,15,1,-0.904532719466715,0.045
2,2,3.46,0.5,7,0.2,0.3,15,1,-1.51790264976717,0.045
2,2,3.46,0.5,3,0.2,0.3,15,0.5,-0.940948961823779,0.05
2,2,3.46,0.5,7,0.2,0.3,15,0.5,-0.590202167005828,0.05
2,2,3.46,0.5,9,0.2,0.3,15,1,-1.1749998790865,0.05
2,2,3.46,0.5,9,0.2,0.3,15,0.5,-1.04164867547274,0.055
2,2,3.46,0.5,2,0.2,0.3,15,1,-1.70273116242538,0.055
2,2,3.46,0.5,8,0.2,0.3,15,1,0.450956206160981,0.065
2,2,3.46,0.5,3,0.2,0.3,15,5,-1.88122258630312,0.065
2,2,3.46,0.5,10,0.2,0.3,15,1,-0.915993277534199,0.155
2,2,3.46,0.5,2,0.2,0.3,15,0.5,-0.743070386243744,0.18
2,2,3.46,0.5,8,0.2,0.3,15,5,-1.5319831962147,0.215
2,2,3.46,0.5,2,0.2,0.3,15,5,-2.1079568526925,0.335
2,2,3.46,0.5,10,0.2,0.3,15,5,-2.07770654011824,0.45
2,2,3.46,0.5,6,0.2,0.3,15,5,1.6252016971921,0.48
2,2,3.46,0.5,6,0.2,0.3,15,1,-0.31548098604128,0.505
2,2,3.46,0.5,7,0.2,0.3,15,5,-1.02267290862437,0.525
2,2,3.46,0.5,4,0.2,0.3,15,1,0.622625374185418,0.57
2,2,3.46,0.5,3,0.2,0.3,15,1,-0.184496504831031,0.6
2,2,3.46,0.5,8,0.2,0.3,15,0.5,-0.247380382321126,0.635
2,2,3.46,0.5,1,0.2,0.3,15,0.5,-0.185350482197009,0.705
2,2,3.46,0.5,10,0.2,0.3,15,0.5,-0.226390477645282,0.705
2,2,3.46,0.5,5,0.2,0.3,15,5,-1.01320571581812,0.745
